actual,predicted,residual,abs_residual,pct_error,timestamp,hour,month,day_of_week
14.32,17.837355862240287,-3.5173558622402865,3.5173558622402865,24.562540937432168,2025-11-13 18:30:00,18,11,3
14.19,17.6537480357689,-3.4637480357688997,3.4637480357688997,24.40978178836434,2025-11-13 18:45:00,18,11,3
13.78,13.248852616684832,0.531147383315167,0.531147383315167,3.8544802853060016,2025-11-13 19:00:00,19,11,3
13.6,12.906219939113736,0.6937800608862634,0.6937800608862634,5.101323977104879,2025-11-13 19:15:00,19,11,3
13.49,12.58089108616727,0.9091089138327302,0.9091089138327302,6.739132052132915,2025-11-13 19:30:00,19,11,3
13.14,12.495966844265247,0.6440331557347534,0.6440331557347534,4.901317775759158,2025-11-13 19:45:00,19,11,3
11.66,11.60626447899401,0.053735521005989995,0.053735521005989995,0.4608535249227272,2025-11-13 20:00:00,20,11,3
10.39,10.414428936913186,-0.024428936913185595,0.024428936913185595,0.23511970080063133,2025-11-13 20:15:00,20,11,3
9.99,9.547692649375406,0.4423073506245938,0.4423073506245938,4.427501007253191,2025-11-13 20:30:00,20,11,3
5.0,9.171809351297124,-4.171809351297124,4.171809351297124,83.43618702594249,2025-11-13 20:45:00,20,11,3
5.0,3.3132468604828986,1.6867531395171014,1.6867531395171014,33.73506279034203,2025-11-13 21:00:00,21,11,3
5.0,4.137497038346773,0.8625029616532274,0.8625029616532274,17.250059233064547,2025-11-13 21:15:00,21,11,3
4.99,4.709904296117749,0.28009570388225136,0.28009570388225136,5.6131403583617505,2025-11-13 21:30:00,21,11,3
4.99,0.3220777293871535,4.667922270612847,4.667922270612847,93.54553648522739,2025-11-13 21:45:00,21,11,3
4.86,3.9867230568717886,0.8732769431282117,0.8732769431282117,17.968661381238924,2025-11-13 22:00:00,22,11,3
4.56,3.8729854672110307,0.687014532788969,0.687014532788969,15.066108175196687,2025-11-13 22:15:00,22,11,3
4.13,3.6035117115267,0.5264882884733,0.5264882884733,12.747900447295399,2025-11-13 22:30:00,22,11,3
4.08,3.2585960459546612,0.8214039540453388,0.8214039540453388,20.13244985405242,2025-11-13 22:45:00,22,11,3
4.04,3.2636513922729264,0.7763486077270736,0.7763486077270736,19.216549696214695,2025-11-13 23:00:00,23,11,3
4.01,3.0492158655613295,0.9607841344386703,0.9607841344386703,23.95970410071497,2025-11-13 23:15:00,23,11,3
4.0,2.8376456678403486,1.1623543321596514,1.1623543321596514,29.058858303991286,2025-11-13 23:30:00,23,11,3
3.21,3.1057750804130464,0.10422491958695357,0.10422491958695357,3.246882230123164,2025-11-13 23:45:00,23,11,3
3.24,4.439080766438273,-1.1990807664382732,1.1990807664382732,37.0086656308109,2025-11-14 00:00:00,0,11,4
3.34,4.5968946650115825,-1.2568946650115826,1.2568946650115826,37.631576796753976,2025-11-14 00:15:00,0,11,4
3.16,4.692347378479859,-1.5323473784798587,1.5323473784798587,48.49200564809679,2025-11-14 00:30:00,0,11,4
3.06,3.783544469560404,-0.7235444695604039,0.7235444695604039,23.645244103281172,2025-11-14 00:45:00,0,11,4
3.03,4.655431868512601,-1.6254318685126008,1.6254318685126008,53.64461612252808,2025-11-14 01:00:00,1,11,4
3.03,4.714141739890515,-1.684141739890515,1.684141739890515,55.582235639950994,2025-11-14 01:15:00,1,11,4
3.04,4.477405237775265,-1.4374052377752653,1.4374052377752653,47.28306703208109,2025-11-14 01:30:00,1,11,4
3.25,4.528867756725546,-1.2788677567255462,1.2788677567255462,39.349777130016804,2025-11-14 01:45:00,1,11,4
3.2,5.147738242757633,-1.9477382427576329,1.9477382427576329,60.86682008617602,2025-11-14 02:00:00,2,11,4
3.31,5.096156516039343,-1.7861565160393433,1.7861565160393433,53.962432508741486,2025-11-14 02:15:00,2,11,4
3.35,5.215686164055747,-1.8656861640557465,1.8656861640557465,55.69212430017153,2025-11-14 02:30:00,2,11,4
3.53,5.430377380589142,-1.9003773805891426,1.9003773805891426,53.83505327447996,2025-11-14 02:45:00,2,11,4
3.47,5.809936151076329,-2.3399361510763286,2.3399361510763286,67.43331847482214,2025-11-14 03:00:00,3,11,4
3.46,5.872729848577514,-2.4127298485775137,2.4127298485775137,69.73207654848306,2025-11-14 03:15:00,3,11,4
3.48,5.834032225061044,-2.354032225061044,2.354032225061044,67.64460416842081,2025-11-14 03:30:00,3,11,4
3.55,6.002130847499224,-2.452130847499224,2.452130847499224,69.07410838025983,2025-11-14 03:45:00,3,11,4
4.0,6.307649991268455,-2.3076499912684554,2.3076499912684554,57.691249781711385,2025-11-14 04:00:00,4,11,4
4.12,6.743087426983095,-2.623087426983095,2.623087426983095,63.66717055784211,2025-11-14 04:15:00,4,11,4
4.67,6.815244565410758,-2.145244565410758,2.145244565410758,45.93671446275713,2025-11-14 04:30:00,4,11,4
5.21,7.351796228960431,-2.1417962289604313,2.1417962289604313,41.10933260960521,2025-11-14 04:45:00,4,11,4
11.67,8.538107909237947,3.1318920907620527,3.1318920907620527,26.837121600360348,2025-11-14 05:00:00,5,11,4
13.61,14.19434189350859,-0.58434189350859,0.58434189350859,4.2934746032960325,2025-11-14 05:15:00,5,11,4
15.3,15.416544199294364,-0.11654419929436344,0.11654419929436344,0.7617267927736172,2025-11-14 05:30:00,5,11,4
16.13,16.81495876463304,-0.6849587646330413,0.6849587646330413,4.246489551351775,2025-11-14 05:45:00,5,11,4
15.13,23.218408000460002,-8.088408000460001,8.088408000460001,53.45940515836087,2025-11-14 06:00:00,6,11,4
16.37,19.195550000745254,-2.8255500007452525,2.8255500007452525,17.260537573275826,2025-11-14 06:15:00,6,11,4
35.51,20.734477685529654,14.775522314470344,14.775522314470344,41.60946864114431,2025-11-14 06:30:00,6,11,4
44.65,37.87813628756912,6.7718637124308785,6.7718637124308785,15.166548068154265,2025-11-14 06:45:00,6,11,4
46.28,41.54312515918957,4.7368748408104295,4.7368748408104295,10.235252465018215,2025-11-14 07:00:00,7,11,4
59.9,43.27637246875002,16.62362753124998,16.62362753124998,27.752299718280433,2025-11-14 07:15:00,7,11,4
88.48,72.83147781146197,15.648522188538038,15.648522188538038,17.6859427989806,2025-11-14 07:30:00,7,11,4
98.38,91.52257271509131,6.857427284908681,6.857427284908681,6.970346904765888,2025-11-14 07:45:00,7,11,4
73.86,84.30578227909987,-10.445782279099873,10.445782279099873,14.142678417411148,2025-11-14 08:00:00,8,11,4
95.03,71.08591927621538,23.944080723784623,23.944080723784623,25.196338760164817,2025-11-14 08:15:00,8,11,4
94.72,112.30634575701666,-17.58634575701666,17.58634575701666,18.566665706309816,2025-11-14 08:30:00,8,11,4
82.95,95.82070283197007,-12.870702831970064,12.870702831970064,15.516218001169454,2025-11-14 08:45:00,8,11,4
91.89,55.53958436045717,36.35041563954283,36.35041563954283,39.55861969696684,2025-11-14 09:00:00,9,11,4
84.59,104.31273423137523,-19.722734231375227,19.722734231375227,23.315680613991283,2025-11-14 09:15:00,9,11,4
84.21,79.90750103704445,4.302498962955539,4.302498962955539,5.109249451318774,2025-11-14 09:30:00,9,11,4
72.27,70.06970258397241,2.200297416027581,2.200297416027581,3.0445515650028803,2025-11-14 09:45:00,9,11,4
83.86,77.04315796685681,6.816842033143189,6.816842033143189,8.128836195019305,2025-11-14 10:00:00,10,11,4
80.49,76.71637529560273,3.773624704397264,3.773624704397264,4.688314951419138,2025-11-14 10:15:00,10,11,4
73.12,76.3559697560526,-3.2359697560525973,3.2359697560525973,4.425560388474558,2025-11-14 10:30:00,10,11,4
72.66,59.136228941766795,13.523771058233201,13.523771058233201,18.61240167662153,2025-11-14 10:45:00,10,11,4
77.22,80.73531299618375,-3.515312996183752,3.515312996183752,4.552334882392842,2025-11-14 11:00:00,11,11,4
73.94,73.25915048205967,0.6808495179403309,0.6808495179403309,0.9208135216937123,2025-11-14 11:15:00,11,11,4
73.26,64.85187750572398,8.408122494276029,8.408122494276029,11.47709868178546,2025-11-14 11:30:00,11,11,4
70.98,69.92367534446026,1.0563246555397399,1.0563246555397399,1.488200416370442,2025-11-14 11:45:00,11,11,4
70.7,73.2534063938403,-2.553406393840291,2.553406393840291,3.6116073463087566,2025-11-14 12:00:00,12,11,4
68.37,67.04087416116212,1.3291258388378822,1.3291258388378822,1.9440190709929532,2025-11-14 12:15:00,12,11,4
68.01,66.72974475518441,1.2802552448155922,1.2802552448155922,1.8824514701008557,2025-11-14 12:30:00,12,11,4
71.1,65.24103302484018,5.858966975159817,5.858966975159817,8.240459880674848,2025-11-14 12:45:00,12,11,4
68.34,70.16764996046732,-1.827649960467312,1.827649960467312,2.674348786168147,2025-11-14 13:00:00,13,11,4
67.15,65.0935753602291,2.05642463977091,2.05642463977091,3.0624343109023227,2025-11-14 13:15:00,13,11,4
69.92,65.90972785612882,4.010272143871177,4.010272143871177,5.735515079907289,2025-11-14 13:30:00,13,11,4
75.73,71.86528836037235,3.8647116396276573,3.8647116396276573,5.103276957120899,2025-11-14 13:45:00,13,11,4
68.14,72.27550714710996,-4.135507147109962,4.135507147109962,6.069132883930088,2025-11-14 14:00:00,14,11,4
70.7,65.02939287147925,5.670607128520757,5.670607128520757,8.020660719265567,2025-11-14 14:15:00,14,11,4
63.27,72.44400666679769,-9.174006666797688,9.174006666797688,14.499773457875275,2025-11-14 14:30:00,14,11,4
70.24,68.5680708611705,1.6719291388294977,1.6719291388294977,2.3803091384246837,2025-11-14 14:45:00,14,11,4
72.63,65.36272722364046,7.267272776359533,7.267272776359533,10.005882935921154,2025-11-14 15:00:00,15,11,4
67.91,74.40192987280093,-6.491929872800938,6.491929872800938,9.559608117804357,2025-11-14 15:15:00,15,11,4
74.06,60.77133694057743,13.288663059422575,13.288663059422575,17.943104320041282,2025-11-14 15:30:00,15,11,4
79.06,79.68918173363605,-0.6291817336360452,0.6291817336360452,0.7958281477814889,2025-11-14 15:45:00,15,11,4
72.91,80.51215866654522,-7.602158666545222,7.602158666545222,10.426770904601868,2025-11-14 16:00:00,16,11,4
73.94,67.72731841809528,6.212681581904718,6.212681581904718,8.40232834988466,2025-11-14 16:15:00,16,11,4
60.18,79.23016256547544,-19.05016256547544,19.05016256547544,31.655305027376933,2025-11-14 16:30:00,16,11,4
70.37,66.50178522341378,3.8682147765862283,3.8682147765862283,5.496965719178951,2025-11-14 16:45:00,16,11,4
77.2,69.40480659432814,7.795193405671867,7.795193405671867,10.09740078454905,2025-11-14 17:00:00,17,11,4
76.38,79.38143476932137,-3.001434769321378,3.001434769321378,3.9296082342516083,2025-11-14 17:15:00,17,11,4
72.99,63.54448302319711,9.445516976802885,9.445516976802885,12.940837069191513,2025-11-14 17:30:00,17,11,4
57.38,80.26480136979205,-22.88480136979205,22.88480136979205,39.88288841023362,2025-11-14 17:45:00,17,11,4
57.19,65.87623623813116,-8.686236238131158,8.686236238131158,15.188383000753905,2025-11-14 18:00:00,18,11,4
49.91,62.83748139764991,-12.927481397649913,12.927481397649913,25.90158564946887,2025-11-14 18:15:00,18,11,4
48.01,53.28040101198503,-5.2704010119850295,5.2704010119850295,10.977715084326244,2025-11-14 18:30:00,18,11,4
41.18,40.71216386649044,0.46783613350955733,0.46783613350955733,1.136076089144141,2025-11-14 18:45:00,18,11,4
43.99,41.792428068276315,2.1975719317236866,2.1975719317236866,4.995617030515314,2025-11-14 19:00:00,19,11,4
35.33,39.056677582396034,-3.726677582396036,3.726677582396036,10.548195817707432,2025-11-14 19:15:00,19,11,4
25.99,33.99511352972115,-8.005113529721154,8.005113529721154,30.800744631478082,2025-11-14 19:30:00,19,11,4
16.82,21.87930568312738,-5.059305683127381,5.059305683127381,30.079106320614628,2025-11-14 19:45:00,19,11,4
17.7,22.51214667625886,-4.812146676258859,4.812146676258859,27.187269357394683,2025-11-14 20:00:00,20,11,4
16.79,14.84203177234966,1.947968227650339,1.947968227650339,11.601954899644664,2025-11-14 20:15:00,20,11,4
16.53,11.486391157925155,5.043608842074846,5.043608842074846,30.51185022428824,2025-11-14 20:30:00,20,11,4
15.71,9.766648270549375,5.943351729450626,5.943351729450626,37.831646909297426,2025-11-14 20:45:00,20,11,4
16.29,16.552433754755132,-0.26243375475513275,0.26243375475513275,1.61101138585103,2025-11-14 21:00:00,21,11,4
16.07,15.761289368160924,0.30871063183907665,0.30871063183907665,1.9210369125020326,2025-11-14 21:15:00,21,11,4
15.38,15.865384892550523,-0.4853848925505222,0.4853848925505222,3.1559485861542407,2025-11-14 21:30:00,21,11,4
14.44,14.68351842016812,-0.24351842016812064,0.24351842016812064,1.6864156521337996,2025-11-14 21:45:00,21,11,4
14.68,15.053397822588899,-0.373397822588899,0.373397822588899,2.5435818977445437,2025-11-14 22:00:00,22,11,4
13.53,14.777970237499403,-1.2479702374994037,1.2479702374994037,9.22372681078643,2025-11-14 22:15:00,22,11,4
13.43,13.122709974917207,0.3072900250827928,0.3072900250827928,2.2880865605569083,2025-11-14 22:30:00,22,11,4
13.22,12.838748855861073,0.38125114413892724,0.38125114413892724,2.8838967030176037,2025-11-14 22:45:00,22,11,4
12.85,13.696511880030208,-0.8465118800302083,0.8465118800302083,6.587641089729248,2025-11-14 23:00:00,23,11,4
12.65,12.12683425870226,0.5231657412977402,0.5231657412977402,4.13569755966593,2025-11-14 23:15:00,23,11,4
11.84,12.759861430399965,-0.9198614303999655,0.9198614303999655,7.769099918918627,2025-11-14 23:30:00,23,11,4
11.34,11.9215510786189,-0.5815510786189009,0.5815510786189009,5.128316389937398,2025-11-14 23:45:00,23,11,4
12.68,10.446199572561255,2.2338004274387444,2.2338004274387444,17.616722613870227,2025-11-15 00:00:00,0,11,5
12.51,11.855495915106392,0.6545040848936079,0.6545040848936079,5.231847201387753,2025-11-15 00:15:00,0,11,5
11.73,10.83525525583596,0.8947447441640399,0.8947447441640399,7.627832431065984,2025-11-15 00:30:00,0,11,5
11.35,10.28104817139414,1.0689518286058597,1.0689518286058597,9.418077785073654,2025-11-15 00:45:00,0,11,5
10.4,12.245370939201138,-1.8453709392011373,1.8453709392011373,17.74395133847247,2025-11-15 01:00:00,1,11,5
5.0,10.270817313770188,-5.270817313770188,5.270817313770188,105.41634627540375,2025-11-15 01:15:00,1,11,5
4.9,4.826699365949565,0.07330063405043497,0.07330063405043497,1.495931307151734,2025-11-15 01:30:00,1,11,5
4.78,5.949104181601427,-1.1691041816014272,1.1691041816014272,24.458246477017305,2025-11-15 01:45:00,1,11,5
5.0,5.862134111916895,-0.8621341119168946,0.8621341119168946,17.242682238337892,2025-11-15 02:00:00,2,11,5
4.99,1.722979364177526,3.2670206358224743,3.2670206358224743,65.47135542730409,2025-11-15 02:15:00,2,11,5
4.79,5.588514987294452,-0.7985149872944524,0.7985149872944524,16.670459024936374,2025-11-15 02:30:00,2,11,5
4.79,5.360056886695013,-0.5700568866950126,0.5700568866950126,11.900978845407362,2025-11-15 02:45:00,2,11,5
4.88,6.319731773489636,-1.439731773489636,1.439731773489636,29.502700276426967,2025-11-15 03:00:00,3,11,5
4.79,6.222193554111513,-1.432193554111513,1.432193554111513,29.899656662035763,2025-11-15 03:15:00,3,11,5
4.79,5.945706376484495,-1.1557063764844946,1.1557063764844946,24.127481763768156,2025-11-15 03:30:00,3,11,5
4.49,6.108766970209146,-1.6187669702091458,1.6187669702091458,36.052716485727075,2025-11-15 03:45:00,3,11,5
4.76,6.618556562152449,-1.8585565621524491,1.8585565621524491,39.04530592757246,2025-11-15 04:00:00,4,11,5
4.79,6.778327796414395,-1.9883277964143948,1.9883277964143948,41.50997487295188,2025-11-15 04:15:00,4,11,5
4.79,6.871020385590235,-2.081020385590235,2.081020385590235,43.445101995620774,2025-11-15 04:30:00,4,11,5
4.97,6.58366799227948,-1.6136679922794803,1.6136679922794803,32.46816885874206,2025-11-15 04:45:00,4,11,5
4.79,7.788474775886407,-2.9984747758864065,2.9984747758864065,62.59863832748239,2025-11-15 05:00:00,5,11,5
4.82,7.3890902927387,-2.5690902927387,2.5690902927387,53.30062848005601,2025-11-15 05:15:00,5,11,5
4.91,7.456109962600991,-2.5461099626009904,2.5461099626009904,51.85560005297333,2025-11-15 05:30:00,5,11,5
5.0,7.701993026143178,-2.701993026143178,2.701993026143178,54.039860522863556,2025-11-15 05:45:00,5,11,5
5.0,7.90500908796097,-2.90500908796097,2.90500908796097,58.100181759219396,2025-11-15 06:00:00,6,11,5
5.29,8.0734956683282,-2.7834956683281993,2.7834956683281993,52.61806556386009,2025-11-15 06:15:00,6,11,5
5.57,8.321882030787162,-2.7518820307871614,2.7518820307871614,49.405422455783864,2025-11-15 06:30:00,6,11,5
5.77,8.488977258615524,-2.7189772586155243,2.7189772586155243,47.12265612851862,2025-11-15 06:45:00,6,11,5
5.61,8.960765142655234,-3.3507651426552334,3.3507651426552334,59.728433915423054,2025-11-15 07:00:00,7,11,5
5.91,8.97798953113005,-3.067989531130049,3.067989531130049,51.91183639813958,2025-11-15 07:15:00,7,11,5
5.96,9.172800196722491,-3.2128001967224913,3.2128001967224913,53.90604356916931,2025-11-15 07:30:00,7,11,5
6.28,9.069777573651514,-2.789777573651514,2.789777573651514,44.423209771520916,2025-11-15 07:45:00,7,11,5
6.11,9.454143724848201,-3.344143724848201,3.344143724848201,54.73230318900492,2025-11-15 08:00:00,8,11,5
6.24,9.526092344587543,-3.2860923445875425,3.2860923445875425,52.66173629146702,2025-11-15 08:15:00,8,11,5
6.23,9.495641693929905,-3.265641693929904,3.265641693929904,52.41800471797598,2025-11-15 08:30:00,8,11,5
6.28,9.74830322378262,-3.4683032237826206,3.4683032237826206,55.22775834048759,2025-11-15 08:45:00,8,11,5
6.02,9.553124253344588,-3.533124253344589,3.533124253344589,58.68977165024234,2025-11-15 09:00:00,9,11,5
6.2,9.5542980529688,-3.3542980529688,3.3542980529688,54.101581499496774,2025-11-15 09:15:00,9,11,5
6.21,9.62807592508592,-3.41807592508592,3.41807592508592,55.04148027513559,2025-11-15 09:30:00,9,11,5
6.13,9.696373778086404,-3.5663737780864038,3.5663737780864038,58.17901758705389,2025-11-15 09:45:00,9,11,5
6.36,9.319149141883582,-2.9591491418835814,2.9591491418835814,46.52750223087392,2025-11-15 10:00:00,10,11,5
6.37,9.88278857043008,-3.5127885704300796,3.5127885704300796,55.14581743218335,2025-11-15 10:15:00,10,11,5
6.35,9.722057025903663,-3.372057025903663,3.372057025903663,53.10326025045139,2025-11-15 10:30:00,10,11,5
6.21,9.58663026907465,-3.37663026907465,3.37663026907465,54.374078406999196,2025-11-15 10:45:00,10,11,5
6.17,9.653930310493369,-3.4839303104933688,3.4839303104933688,56.4656452267969,2025-11-15 11:00:00,11,11,5
6.17,9.462810312637039,-3.292810312637039,3.292810312637039,53.36807637985477,2025-11-15 11:15:00,11,11,5
6.17,9.414252093729555,-3.244252093729555,3.244252093729555,52.58107121117593,2025-11-15 11:30:00,11,11,5
6.22,9.274459105762606,-3.0544591057626063,3.0544591057626063,49.10705957817695,2025-11-15 11:45:00,11,11,5
6.05,9.218202909176423,-3.168202909176423,3.168202909176423,52.366990234321044,2025-11-15 12:00:00,12,11,5
6.08,9.064620690596481,-2.984620690596481,2.984620690596481,49.089156095336854,2025-11-15 12:15:00,12,11,5
6.26,9.092528502181999,-2.832528502181999,2.832528502181999,45.24805914028753,2025-11-15 12:30:00,12,11,5
6.32,9.255573799055998,-2.935573799055998,2.935573799055998,46.44895251670882,2025-11-15 12:45:00,12,11,5
6.29,8.806924265699763,-2.516924265699763,2.516924265699763,40.01469420826332,2025-11-15 13:00:00,13,11,5
6.3,8.89937820531571,-2.59937820531571,2.59937820531571,41.25997151294778,2025-11-15 13:15:00,13,11,5
6.32,9.024548944930416,-2.7045489449304156,2.7045489449304156,42.79349596408885,2025-11-15 13:30:00,13,11,5
6.31,8.925430077970208,-2.615430077970209,2.615430077970209,41.44897112472597,2025-11-15 13:45:00,13,11,5
6.4,8.542615744911267,-2.142615744911266,2.142615744911266,33.47837101423853,2025-11-15 14:00:00,14,11,5
6.39,8.649399214357416,-2.2593992143574164,2.2593992143574164,35.35836016208789,2025-11-15 14:15:00,14,11,5
6.44,8.714660001895478,-2.2746600018954775,2.2746600018954775,35.32080748284903,2025-11-15 14:30:00,14,11,5
6.46,8.719569180573107,-2.2595691805731066,2.2595691805731066,34.977851092462956,2025-11-15 14:45:00,14,11,5
6.59,8.236152590015397,-1.6461525900153973,1.6461525900153973,24.97955371798782,2025-11-15 15:00:00,15,11,5
6.83,8.41667197055597,-1.5866719705559706,1.5866719705559706,23.230921970072778,2025-11-15 15:15:00,15,11,5
9.99,8.703575729432451,1.286424270567549,1.286424270567549,12.87711982550099,2025-11-15 15:30:00,15,11,5
10.39,11.708054698817168,-1.3180546988171677,1.3180546988171677,12.685800758586794,2025-11-15 15:45:00,15,11,5
9.35,11.089089432732752,-1.7390894327327526,1.7390894327327526,18.599886981098958,2025-11-15 16:00:00,16,11,5
10.39,10.23623828912816,0.15376171087184076,0.15376171087184076,1.4799009708550601,2025-11-15 16:15:00,16,11,5
10.39,14.249252582102507,-3.8592525821025063,3.8592525821025063,37.143913205991396,2025-11-15 16:30:00,16,11,5
10.4,12.132037780726051,-1.732037780726051,1.732037780726051,16.65420943005818,2025-11-15 16:45:00,16,11,5
7.96,10.316102051187617,-2.3561020511876167,2.3561020511876167,29.59927199984443,2025-11-15 17:00:00,17,11,5
9.42,9.878225482783058,-0.4582254827830585,0.4582254827830585,4.864389413832893,2025-11-15 17:15:00,17,11,5
8.31,10.896586628006002,-2.5865866280060015,2.5865866280060015,31.126192876125163,2025-11-15 17:30:00,17,11,5
7.46,9.66760558875793,-2.2076055887579296,2.2076055887579296,29.592568213913268,2025-11-15 17:45:00,17,11,5
7.32,6.467895738873558,0.852104261126442,0.852104261126442,11.640768594623523,2025-11-15 18:00:00,18,11,5
7.11,9.649335357684976,-2.5393353576849753,2.5393353576849753,35.7149839336846,2025-11-15 18:15:00,18,11,5
6.7,7.185191663224984,-0.48519166322498375,0.48519166322498375,7.241666615298264,2025-11-15 18:30:00,18,11,5
6.37,6.780113206703653,-0.41011320670365325,0.41011320670365325,6.438197907435687,2025-11-15 18:45:00,18,11,5
6.82,6.817149271095296,0.0028507289047041695,0.0028507289047041695,0.04179954405724588,2025-11-15 19:00:00,19,11,5
6.44,7.151285626914458,-0.7112856269144574,0.7112856269144574,11.044807871342506,2025-11-15 19:15:00,19,11,5
6.23,6.506627627895718,-0.27662762789571715,0.27662762789571715,4.44025084904843,2025-11-15 19:30:00,19,11,5
5.72,6.359698255158335,-0.6396982551583354,0.6396982551583354,11.183535929341529,2025-11-15 19:45:00,19,11,5
5.99,6.505126001981992,-0.5151260019819919,0.5151260019819919,8.599766310216893,2025-11-15 20:00:00,20,11,5
5.88,6.106284346979862,-0.22628434697986233,0.22628434697986233,3.8483732479568427,2025-11-15 20:15:00,20,11,5
5.52,5.950277162903916,-0.4302771629039164,0.4302771629039164,7.794876139563703,2025-11-15 20:30:00,20,11,5
5.28,5.267820730651366,0.01217926934863467,0.01217926934863467,0.2306679800877778,2025-11-15 20:45:00,20,11,5
5.45,5.786510580583503,-0.3365105805835027,0.3365105805835027,6.174506065752343,2025-11-15 21:00:00,21,11,5
5.49,5.674098601621139,-0.18409860162113922,0.18409860162113922,3.3533442918240293,2025-11-15 21:15:00,21,11,5
5.65,5.417745715605911,0.2322542843940898,0.2322542843940898,4.110695299010438,2025-11-15 21:30:00,21,11,5
5.42,5.575891438558621,-0.15589143855862098,0.15589143855862098,2.876225803664594,2025-11-15 21:45:00,21,11,5
5.54,5.855071549007782,-0.315071549007782,0.315071549007782,5.687212075952744,2025-11-15 22:00:00,22,11,5
5.48,5.879078141301292,-0.3990781413012918,0.3990781413012918,7.282447833965179,2025-11-15 22:15:00,22,11,5
5.01,5.888055062705632,-0.8780550627056325,0.8780550627056325,17.526049155801047,2025-11-15 22:30:00,22,11,5
4.99,5.129914377146392,-0.13991437714639154,0.13991437714639154,2.8038953335950207,2025-11-15 22:45:00,22,11,5
4.74,5.757660849683312,-1.0176608496833115,1.0176608496833115,21.469638178972815,2025-11-15 23:00:00,23,11,5
4.71,5.379606821020921,-0.6696068210209214,0.6696068210209214,14.21670532953124,2025-11-15 23:15:00,23,11,5
4.66,4.998634711244534,-0.33863471124453426,0.33863471124453426,7.26683929709301,2025-11-15 23:30:00,23,11,5
4.48,5.287983108801868,-0.8079831088018672,0.8079831088018672,18.035337250041678,2025-11-15 23:45:00,23,11,5
3.96,2.5507687157296033,1.4092312842703967,1.4092312842703967,35.586648592686785,2025-11-16 00:00:00,0,11,6
3.95,2.2400643132963083,1.709935686703692,1.709935686703692,43.28951105578967,2025-11-16 00:15:00,0,11,6
3.82,2.2918435130425436,1.5281564869574562,1.5281564869574562,40.0040965172109,2025-11-16 00:30:00,0,11,6
3.81,2.0391338614728554,1.7708661385271447,1.7708661385271447,46.47942620806154,2025-11-16 00:45:00,0,11,6
3.71,2.212235065632015,1.4977649343679849,1.4977649343679849,40.371022489703094,2025-11-16 01:00:00,1,11,6
3.86,2.513240490329281,1.346759509670719,1.346759509670719,34.890142737583396,2025-11-16 01:15:00,1,11,6
4.02,2.5486491079979317,1.471350892002068,1.471350892002068,36.60076845776289,2025-11-16 01:30:00,1,11,6
4.11,2.7522343300379077,1.3577656699620926,1.3577656699620926,33.035661069637285,2025-11-16 01:45:00,1,11,6
4.06,3.313558341311868,0.7464416586881315,0.7464416586881315,18.385262529264324,2025-11-16 02:00:00,2,11,6
4.05,3.4595014763805167,0.5904985236194831,0.5904985236194831,14.580210459740323,2025-11-16 02:15:00,2,11,6
4.5,3.4932733539301424,1.0067266460698576,1.0067266460698576,22.371703245996834,2025-11-16 02:30:00,2,11,6
4.99,3.865885836339494,1.124114163660506,1.124114163660506,22.527337949108336,2025-11-16 02:45:00,2,11,6
4.29,4.762183484931491,-0.47218348493149076,0.47218348493149076,11.00660804036109,2025-11-16 03:00:00,3,11,6
4.85,4.069036030535301,0.7809639694646986,0.7809639694646986,16.102349885870076,2025-11-16 03:15:00,3,11,6
5.5,5.124836265667156,0.375163734332844,0.375163734332844,6.821158806051709,2025-11-16 03:30:00,3,11,6
5.63,5.748803913566384,-0.11880391356638409,0.11880391356638409,2.1101938466498065,2025-11-16 03:45:00,3,11,6
5.5,5.376379209161016,0.12362079083898436,0.12362079083898436,2.2476507425269885,2025-11-16 04:00:00,4,11,6
5.49,6.280753350165462,-0.7907533501654616,0.7907533501654616,14.403521860937369,2025-11-16 04:15:00,4,11,6
6.35,6.4878500602572515,-0.13785006025725188,0.13785006025725188,2.170867090665384,2025-11-16 04:30:00,4,11,6
13.22,6.916086698215892,6.3039133017841085,6.3039133017841085,47.684669453737584,2025-11-16 04:45:00,4,11,6
12.85,13.477715724068013,-0.6277157240680129,0.6277157240680129,4.884947269011774,2025-11-16 05:00:00,5,11,6
13.56,12.020129800783963,1.539870199216038,1.539870199216038,11.355974920472256,2025-11-16 05:15:00,5,11,6
14.2,13.56437514124243,0.6356248587575699,0.6356248587575699,4.476231399701197,2025-11-16 05:30:00,5,11,6
14.58,19.831212376962362,-5.251212376962362,5.251212376962362,36.01654579535228,2025-11-16 05:45:00,5,11,6
13.53,15.16363439814134,-1.633634398141341,1.633634398141341,12.0741640660853,2025-11-16 06:00:00,6,11,6
14.74,15.059491609324898,-0.3194916093248974,0.3194916093248974,2.167514310209616,2025-11-16 06:15:00,6,11,6
15.08,16.454625351767017,-1.3746253517670173,1.3746253517670173,9.115552730550512,2025-11-16 06:30:00,6,11,6
15.51,16.42884456450405,-0.9188445645040506,0.9188445645040506,5.924207379136368,2025-11-16 06:45:00,6,11,6
15.59,15.96930223513862,-0.3793022351386206,0.3793022351386206,2.4329841894715885,2025-11-16 07:00:00,7,11,6
16.12,17.881601906827207,-1.761601906827206,1.761601906827206,10.92805153118614,2025-11-16 07:15:00,7,11,6
